o_iso,d_iso,year,Construction,Creative Industries,Environmental Technology,Financial Services,Industrial,Physical Sciences,Professional Services,Consumer Goods,Energy,"Food, Beverages & Tobacco",ICT & Electronics,Life sciences,Retail Trade,Tourism,Transport Equipment,"Transportation, Warehousing & Storage","Wood, Apparel & Related Products"
ESP,AGO,2009,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
ESP,AGO,2012,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
ESP,AGO,2013,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ESP,AGO,2015,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ESP,AGO,2017,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
ESP,AGO,2010,0,0,0,0,0,0,0,0,0,1,0,0,1,0,3,4,0
ESP,AGO,2007,0,0,0,0,0,0,1,0,0,0,0,0,0,4,0,0,0
ESP,AGO,2011,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
ESP,AGO,2018,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,6,0
ESP,AGO,2008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
ESP,ALB,2007,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ESP,ALB,2014,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0
ESP,ALB,2018,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
ESP,AND,2017,0,0,0,0,0,0,3,0,0,1,0,1,0,0,0,0,0
ESP,AND,2013,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0
ESP,ARE,2009,1,1,0,2,1,0,7,1,0,0,1,0,6,1,0,0,0
ESP,ARE,2010,4,0,17,0,0,0,1,0,0,0,1,0,6,14,0,0,0
ESP,ARE,2011,1,1,47,6,1,0,0,0,0,1,2,0,1,0,0,0,0
ESP,ARE,2013,2,0,0,0,2,0,1,0,0,0,0,0,4,3,0,0,0
ESP,ARE,2014,3,0,0,0,0,0,0,0,2,0,2,0,1,1,0,0,0
ESP,ARE,2006,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
ESP,ARE,2007,0,3,0,0,2,0,0,1,0,0,2,0,1,22,0,0,0
ESP,ARE,2008,0,0,0,4,0,0,0,1,0,0,3,2,5,0,0,0,4
ESP,ARE,2012,0,0,0,2,0,0,0,1,0,0,0,0,4,0,0,0,0
ESP,ARE,2015,0,0,1,0,0,0,0,1,0,1,0,1,3,0,0,0,1
ESP,ARE,2017,0,1,0,2,1,0,1,0,0,0,0,0,0,0,0,0,0
ESP,ARE,2018,0,0,1,0,0,0,0,0,0,1,1,0,5,57,9,0,0
ESP,ARE,2016,0,0,0,0,2,0,2,0,0,0,0,4,3,27,0,2,0
ESP,ARE,2003,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
ESP,ARE,2005,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0
ESP,ARG,2004,2,0,0,0,0,0,0,1,59,1,4,0,0,2,0,0,1
ESP,ARG,2007,20,1,0,0,0,0,0,0,12,3,3,0,2,8,0,0,0
ESP,ARG,2008,6,0,6,13,1,0,0,0,0,8,3,1,2,5,0,0,0
ESP,ARG,2012,7,1,0,33,0,0,1,0,0,0,2,0,0,0,0,0,0
ESP,ARG,2016,15,0,0,4,0,0,0,0,0,0,49,0,0,0,0,0,0
ESP,ARG,2017,19,1,6,0,0,0,2,0,0,0,32,3,0,2,0,0,0
ESP,ARG,2010,0,2,0,3,0,0,0,2,1,0,165,0,0,5,1,6,0
ESP,ARG,2011,0,1,0,15,0,0,2,2,15,0,6,0,3,0,3,0,0
ESP,ARG,2013,0,0,0,22,0,0,2,1,0,0,1,1,8,0,0,0,0
ESP,ARG,2015,0,0,0,1,0,0,0,1,0,0,65,0,0,0,0,0,0
ESP,ARG,2009,0,2,181,6,3,0,3,0,65,1,45,0,2,4,0,0,0
ESP,ARG,2018,0,4,0,6,0,0,2,0,0,1,2,1,0,0,0,2,0
ESP,ARG,2003,0,0,0,0,0,0,1,0,59,0,53,0,4,0,0,0,0
ESP,ARG,2005,0,0,3,1,0,0,0,0,32,0,1,0,0,1,0,0,0
ESP,ARG,2006,0,0,0,3,0,0,0,0,61,0,0,0,0,0,0,0,6
ESP,ARG,2014,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
ESP,ARM,2005,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
ESP,ATG,2008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
ESP,AUS,2011,2,0,13,4,0,0,0,1,0,0,0,0,6,0,0,0,0
ESP,AUS,2012,11,0,153,0,0,0,0,0,0,0,0,0,4,0,0,0,0
ESP,AUS,2013,2,0,33,0,0,0,0,0,0,0,0,0,5,0,0,0,0
ESP,AUS,2014,2,0,13,0,0,0,0,0,0,0,0,0,13,0,2,0,0
ESP,AUS,2015,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ESP,AUS,2006,0,0,23,0,2,0,0,0,0,0,0,0,2,0,0,0,0
ESP,AUS,2008,0,0,66,0,1,0,0,0,0,0,2,0,0,0,0,0,0
ESP,AUS,2009,0,0,12,0,0,0,0,0,0,0,1,0,0,1,0,0,0
ESP,AUS,2010,0,0,12,0,0,0,0,0,0,0,0,3,9,0,0,0,0
ESP,AUS,2016,0,0,9,0,1,0,0,0,0,0,1,0,6,0,1,0,0
ESP,AUS,2017,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,2,0
ESP,AUS,2018,0,0,54,3,0,0,0,0,0,0,0,0,2,0,1,1,0
ESP,AUS,2004,0,0,0,0,0,0,0,0,0,0,2,0,4,0,0,0,0
ESP,AZE,2016,1,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0
ESP,AZE,2004,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
ESP,AZE,2008,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
ESP,AZE,2011,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
ESP,BEN,2010,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
ESP,BGD,2017,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ESP,BGD,2012,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
ESP,BGD,2007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
ESP,BGD,2013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
ESP,BHR,2010,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
ESP,BHR,2012,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
ESP,BHR,2014,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0
ESP,BHR,2016,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
ESP,BHR,2005,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
ESP,BHR,2008,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
ESP,BHR,2003,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
ESP,BIH,2009,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ESP,BIH,2008,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
ESP,BIH,2005,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
ESP,BIH,2010,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
ESP,BIH,2012,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0
ESP,BIH,2013,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0
ESP,BLR,2018,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
ESP,BLR,2009,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
ESP,BLR,2010,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
ESP,BLZ,2016,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ESP,BLZ,2012,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0
ESP,BMU,2011,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
ESP,BOL,2013,1,0,0,0,0,0,0,0,29,0,0,0,0,0,0,0,0
ESP,BOL,2015,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ESP,BOL,2018,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
ESP,BOL,2016,0,1,0,0,1,0,0,0,38,0,0,0,1,0,0,0,0
ESP,BOL,2003,0,0,0,0,0,0,0,0,226,0,0,0,0,0,0,0,0
ESP,BOL,2004,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
ESP,BOL,2009,0,0,0,0,0,0,0,0,78,0,0,0,0,0,0,0,0
ESP,BOL,2010,0,0,0,0,0,0,0,0,39,0,0,0,0,0,0,0,0
ESP,BOL,2012,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
ESP,BOL,2014,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
ESP,BRA,2007,1,1,0,1,0,0,0,1,0,0,2,1,0,38,1,0,4
ESP,BRA,2008,26,1,0,136,1,33,23,0,0,0,1,0,1,17,0,0,0
ESP,BRA,2009,1,3,0,45,6,0,5,0,0,0,38,1,1,0,7,0,0
ESP,BRA,2010,3,1,136,85,0,4,2,4,0,13,219,0,0,20,9,0,5
ESP,BRA,2011,16,6,1,1,6,0,1,23,0,2,194,0,2,0,4,2,4
ESP,BRA,2012,5,4,13,9,19,0,3,7,0,2,41,2,11,1,6,2,1
ESP,BRA,2004,0,1,0,23,0,0,3,11,2,0,0,0,0,0,5,0,0
ESP,BRA,2013,0,0,16,23,3,0,1,3,0,0,110,3,13,15,6,0,4
ESP,BRA,2014,0,0,5,3,0,0,11,4,0,2,76,0,10,0,2,0,10
ESP,BRA,2015,0,0,27,0,1,0,4,2,0,0,0,0,1,1,0,0,0
ESP,BRA,2017,0,1,14,25,0,0,4,1,0,30,14,2,0,0,3,1,0
ESP,BRA,2018,0,0,88,27,0,0,5,1,15,3,43,3,0,13,0,1,6
ESP,BRA,2003,0,0,40,22,0,0,0,0,6,0,25,1,0,23,1,0,0
ESP,BRA,2005,0,0,0,1,0,0,0,0,24,0,4,0,12,0,0,0,0
ESP,BRA,2006,0,0,52,22,2,0,0,0,0,0,5,0,0,0,0,0,8
ESP,BRA,2016,0,0,54,23,1,0,0,0,0,0,38,0,2,0,2,0,0
ESP,CAN,2012,3,0,0,0,0,0,1,0,0,0,0,1,4,0,0,0,0
ESP,CAN,2014,1,0,0,0,0,29,0,0,0,0,0,2,20,0,0,0,1
ESP,CAN,2008,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
ESP,CAN,2009,0,0,0,0,0,0,0,0,76,0,0,0,4,0,0,0,0
ESP,CAN,2003,0,0,3,0,0,43,0,0,0,0,0,0,0,0,0,0,0
ESP,CAN,2004,0,0,4,0,0,0,0,0,0,0,0,0,12,0,0,0,0
ESP,CAN,2005,0,0,4,0,0,0,0,0,0,0,0,0,4,0,0,0,0
ESP,CAN,2010,0,0,36,3,0,0,0,0,0,1,0,1,0,0,0,0,0
ESP,CAN,2013,0,0,27,0,0,0,0,0,0,3,0,0,11,0,0,4,0
ESP,CAN,2018,0,0,0,2,0,1,0,0,0,0,0,0,1,0,0,0,0
ESP,CAN,2011,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
ESP,CAN,2006,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
ESP,CAN,2017,0,0,0,0,1,0,0,0,0,0,0,3,3,0,0,0,1
ESP,CAN,2007,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0
ESP,CAN,2015,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0
ESP,CAN,2016,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
ESP,CHE,2009,1,0,0,0,0,0,0,5,0,0,1,0,2,0,0,0,0
ESP,CHE,2013,0,0,0,3,0,0,1,0,0,0,0,0,6,0,0,0,0
ESP,CHE,2016,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0
ESP,CHE,2010,0,0,0,0,0,0,0,0,0,1,1,15,2,7,0,0,0
ESP,CHE,2017,0,0,0,0,0,0,1,0,0,0,2,0,4,0,0,0,0
ESP,CHE,2008,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0
ESP,CHE,2018,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0
ESP,CHE,2006,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
ESP,CHE,2007,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
ESP,CHE,2011,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0
ESP,CHE,2012,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
ESP,CHE,2014,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0
ESP,CHE,2015,0,0,0,0,0,0,1,0,0,0,0,0,4,0,0,0,0
ESP,CHE,2003,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
ESP,CHE,2004,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0
ESP,CHE,2005,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0
ESP,CHL,2004,3,1,2,14,0,0,0,0,30,3,0,0,1,1,0,0,1
ESP,CHL,2009,7,1,117,6,0,0,2,0,0,3,2,0,1,1,4,23,0
ESP,CHL,2011,1,1,48,11,1,0,0,1,0,0,256,0,2,0,0,0,1
ESP,CHL,2015,1,0,264,3,0,0,0,0,0,0,2,1,9,0,0,0,0
ESP,CHL,2017,6,0,0,0,2,0,1,0,0,0,2,0,4,0,0,0,1
ESP,CHL,2014,0,2,80,0,12,0,2,2,0,8,4,0,1,0,0,0,0
ESP,CHL,2006,0,1,0,0,0,0,1,0,0,0,2,0,0,0,0,0,7
ESP,CHL,2008,0,1,87,9,0,0,2,0,40,3,4,0,1,0,0,0,0
ESP,CHL,2012,0,2,105,4,0,0,2,0,0,0,1,0,0,1,0,0,0
ESP,CHL,2013,0,2,95,0,1,0,2,0,7,8,6,1,6,1,0,2,0
ESP,CHL,2016,0,2,37,0,1,0,0,0,0,0,27,0,2,5,0,2,1
ESP,CHL,2018,0,1,55,0,0,0,4,0,10,7,23,0,5,0,0,0,0
ESP,CHL,2003,0,0,61,3,0,0,0,0,31,0,15,0,0,0,0,0,0
ESP,CHL,2007,0,0,26,0,0,0,2,0,0,0,0,1,0,0,0,20,0
ESP,CHL,2010,0,0,1,3,0,0,1,0,0,0,2,1,1,0,0,0,0
ESP,CHL,2005,0,0,0,0,0,0,0,0,0,0,1,0,5,0,0,0,0
ESP,CHN,2005,1,0,0,14,4,0,0,6,0,5,0,0,2,0,1,0,1
ESP,CHN,2007,4,0,0,0,11,106,2,1,0,2,11,1,10,1,7,14,0
ESP,CHN,2009,4,0,9,13,4,0,4,0,0,1,1,1,36,0,2,12,1
ESP,CHN,2010,5,2,33,7,5,9,0,4,0,0,18,4,46,15,1,0,10
ESP,CHN,2018,2,0,5,0,7,0,0,4,0,0,0,0,6,0,10,4,9
ESP,CHN,2003,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,4,1
ESP,CHN,2008,0,2,1,0,8,13,8,8,0,3,17,0,24,0,12,11,4
ESP,CHN,2014,0,0,0,0,2,0,0,1,0,2,8,1,10,14,4,0,4
ESP,CHN,2016,0,5,1,12,4,0,0,3,0,0,0,0,14,0,2,0,0
ESP,CHN,2017,0,1,0,7,4,0,2,1,0,0,0,5,4,1,5,0,1
ESP,CHN,2011,0,3,8,41,10,1,3,0,0,4,8,0,18,0,20,0,7
ESP,CHN,2012,0,1,10,7,4,7,2,0,0,2,0,0,20,0,13,12,0
ESP,CHN,2013,0,2,5,0,6,0,4,0,0,0,0,1,40,0,10,0,1
ESP,CHN,2015,0,1,0,0,0,10,2,0,0,4,2,0,8,1,13,0,11
ESP,CHN,2006,0,0,8,7,3,0,6,0,0,0,0,3,10,0,8,26,0
ESP,CHN,2004,0,0,0,21,2,0,0,0,0,0,9,0,10,16,5,0,0
ESP,CIV,2011,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
ESP,CIV,2018,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0
ESP,CIV,2017,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
ESP,CMR,2013,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
ESP,CMR,2015,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
ESP,CMR,2010,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
ESP,COD,2014,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0
ESP,COL,2007,3,0,0,0,1,0,3,0,0,1,5,0,1,2,1,0,0
ESP,COL,2011,4,2,1,3,1,0,1,3,0,0,61,0,3,1,0,0,0
ESP,COL,2012,4,3,0,10,1,0,5,0,0,2,5,0,9,0,4,0,0
ESP,COL,2013,6,5,1,58,0,1,5,0,0,1,19,0,4,12,1,0,0
ESP,COL,2015,28,2,15,7,2,0,2,3,0,0,4,2,5,0,0,0,7
ESP,COL,2014,0,3,0,15,3,0,5,1,1,1,29,0,1,3,0,0,0
ESP,COL,2016,0,1,0,6,1,0,1,1,0,0,4,3,10,25,0,0,0
ESP,COL,2018,0,11,0,3,0,0,1,1,0,2,43,0,9,7,1,1,0
ESP,COL,2008,0,1,68,19,0,0,3,0,21,0,5,0,4,0,0,0,0
ESP,COL,2003,0,0,0,0,0,0,3,0,362,0,0,0,4,0,0,0,0
ESP,COL,2009,0,0,0,0,1,0,3,0,16,0,14,0,4,0,0,0,0
ESP,COL,2006,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ESP,COL,2010,0,0,1,3,0,1,0,0,0,0,2,1,4,3,0,16,0
ESP,COL,2017,0,0,1,0,0,0,3,0,0,1,11,0,0,0,1,1,7
ESP,COL,2004,0,0,0,0,0,0,0,0,0,0,12,0,0,1,0,0,0
ESP,COL,2005,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
ESP,CPV,2010,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0
ESP,CPV,2012,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0
ESP,CPV,2016,0,0,0,0,0,0,0,0,0,5,0,0,0,7,0,0,0
ESP,CRI,2007,8,0,0,0,0,0,0,0,0,0,2,0,0,4,0,0,0
ESP,CRI,2015,0,0,4,0,0,0,0,1,0,0,0,0,1,0,0,0,0
ESP,CRI,2009,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0
ESP,CRI,2011,0,2,10,0,0,0,0,0,0,0,18,0,2,0,0,0,0
ESP,CRI,2012,0,1,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0
ESP,CRI,2017,0,1,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0
ESP,CRI,2003,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0
ESP,CRI,2005,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0
ESP,CRI,2016,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0
ESP,CRI,2008,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0
ESP,CRI,2010,0,0,0,0,0,0,0,0,0,0,1,0,1,48,0,0,0
ESP,CRI,2014,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0
ESP,CRI,2018,0,0,0,0,0,0,1,0,0,0,15,0,1,0,0,0,0
ESP,CRI,2013,0,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0
ESP,CUB,2018,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
ESP,CUB,2004,0,0,0,0,0,0,0,0,24,0,0,0,0,4,0,0,0
ESP,CUB,2010,0,0,0,0,0,0,0,0,0,1,0,0,0,10,0,0,0
ESP,CUB,2014,0,0,0,0,0,0,0,0,0,2,0,0,0,5,0,0,0
ESP,CUB,2017,0,0,0,0,2,0,0,0,0,4,0,0,0,5,5,0,0
ESP,CUB,2016,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
ESP,CUB,2011,0,0,0,0,1,0,0,0,0,0,0,0,0,10,0,0,0
ESP,CUB,2003,0,0,0,0,0,0,1,0,0,0,0,0,0,20,0,0,0
ESP,CUB,2007,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0
ESP,CUB,2008,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0
ESP,CUB,2009,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0
ESP,CUB,2013,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0
ESP,CUB,2015,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0
ESP,CYM,2014,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
ESP,DOM,2008,0,3,4,0,1,0,1,0,0,0,0,1,1,92,0,0,0
ESP,DOM,2012,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0
ESP,DOM,2017,0,1,0,0,1,0,1,0,0,0,0,0,0,33,0,2,0
ESP,DOM,2014,0,0,0,0,0,0,0,0,16,0,0,0,1,0,0,0,0
ESP,DOM,2006,0,0,32,3,0,0,0,0,0,0,0,0,0,0,0,0,0
ESP,DOM,2009,0,0,40,0,0,0,0,0,0,0,0,0,0,9,0,0,0
ESP,DOM,2004,0,0,0,1,0,0,0,0,0,0,0,0,0,29,0,0,0
ESP,DOM,2005,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,0,0
ESP,DOM,2010,0,0,0,3,2,0,0,0,0,0,0,0,0,8,0,0,0
ESP,DOM,2013,0,0,0,2,0,0,0,0,0,6,3,0,1,8,0,2,0
ESP,DOM,2016,0,0,0,0,0,0,0,0,0,1,0,0,0,19,0,0,0
ESP,DOM,2007,0,0,0,0,0,0,0,0,0,0,1,0,0,8,0,0,0
ESP,DOM,2011,0,0,0,0,0,0,0,0,0,0,0,0,1,8,0,0,0
ESP,DOM,2018,0,0,0,0,0,0,0,0,0,0,0,0,2,36,0,0,0
ESP,DZA,2008,1,0,18,2,1,0,0,0,43,76,0,0,0,45,0,0,0
ESP,DZA,2009,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
ESP,DZA,2010,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0
ESP,DZA,2013,158,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ESP,DZA,2015,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ESP,DZA,2017,0,0,0,0,0,0,0,0,23,0,0,1,0,0,3,0,0
ESP,DZA,2007,0,0,18,0,0,0,0,0,0,0,0,0,1,0,0,0,0
ESP,DZA,2012,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
ESP,DZA,2018,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
ESP,DZA,2014,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
ESP,DZA,2005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0
ESP,DZA,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
ESP,ECU,2008,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ESP,ECU,2012,0,1,9,0,0,0,0,0,0,0,1,0,5,0,0,0,0
ESP,ECU,2014,0,1,0,0,1,0,0,0,0,0,17,0,0,0,0,0,0
ESP,ECU,2004,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0
ESP,ECU,2003,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,0
ESP,ECU,2013,0,0,0,2,0,0,0,0,0,0,0,0,3,0,0,0,0
ESP,ECU,2015,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0
ESP,ECU,2018,0,0,0,3,0,0,0,0,0,0,18,0,9,0,0,0,0
ESP,ECU,2009,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
ESP,ECU,2006,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
ESP,ECU,2017,0,0,0,0,1,0,0,0,0,0,34,0,0,0,0,0,0
ESP,ECU,2016,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2,0
ESP,ECU,2010,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
ESP,EGY,2003,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ESP,EGY,2008,38,0,0,0,0,0,0,0,0,0,2,0,3,0,0,0,0
ESP,EGY,2014,0,2,0,0,0,0,0,0,0,0,0,0,1,20,0,0,0
ESP,EGY,2009,0,0,33,0,1,0,0,0,0,4,0,0,4,10,0,0,0
ESP,EGY,2016,0,0,32,0,0,0,0,0,0,1,0,0,0,0,0,0,0
ESP,EGY,2017,0,0,14,0,0,0,0,0,0,0,0,0,1,0,0,0,0
ESP,EGY,2018,0,0,14,0,0,0,0,0,0,0,2,0,0,0,0,0,0
ESP,EGY,2007,0,0,0,1,0,0,0,0,0,0,1,0,3,0,0,0,0
ESP,EGY,2012,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
ESP,EGY,2010,0,0,0,0,1,0,0,0,0,4,0,0,0,10,0,0,0
ESP,EGY,2005,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
ESP,EGY,2011,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
ESP,ETH,2018,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0
ESP,GEO,2018,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0
ESP,GEO,2009,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
ESP,GEO,2011,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
ESP,GEO,2012,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
ESP,GHA,2013,1,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0
ESP,GHA,2014,1,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0
ESP,GHA,2012,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ESP,GHA,2005,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
ESP,GHA,2017,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
ESP,GHA,2011,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
ESP,GIN,2011,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
ESP,GLP,2008,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ESP,GLP,2011,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
ESP,GNQ,2012,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ESP,GNQ,2015,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
ESP,GNQ,2013,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
ESP,GTM,2010,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ESP,GTM,2016,0,1,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0
ESP,GTM,2009,0,0,0,0,0,0,0,0,1,1,4,0,3,0,0,0,0
ESP,GTM,2008,0,0,0,3,0,0,1,0,0,0,2,0,0,5,0,0,0
ESP,GTM,2012,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
ESP,GTM,2014,0,0,0,0,0,0,1,0,0,1,17,0,0,0,0,0,0
ESP,GTM,2005,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0
